Time,Open,High,Low,Close
2021-01-04 10:10:00,3742.67,3743.46,3742.27,3742.27
2021-01-04 10:11:00,3742.32,3742.68,3740.77,3741.31
2021-01-04 10:12:00,3741.24,3741.24,3739.94,3739.95
2021-01-04 10:13:00,3739.99,3740.62,3739.75,3740.36
2021-01-04 10:14:00,3740.36,3740.69,3739.65,3739.78
2021-01-04 10:15:00,3739.68,3740.17,3737.95,3738.29
2021-01-04 10:16:00,3738.17,3740.97,3738.15,3740.66
2021-01-04 10:17:00,3740.76,3741.66,3740.76,3740.83
2021-01-04 10:18:00,3740.6,3741.42,3740.41,3740.41
2021-01-04 10:19:00,3740.25,3740.25,3738.69,3738.7
2021-01-04 10:20:00,3738.7,3739.35,3737.77,3739.35
2021-01-04 10:21:00,3739.47,3740.71,3739.47,3740.22
2021-01-04 10:22:00,3740.12,3740.12,3738.18,3738.31
2021-01-04 10:23:00,3738.32,3738.51,3737.45,3737.67
2021-01-04 10:24:00,3737.67,3738.57,3737.32,3738.02
2021-01-04 10:25:00,3737.79,3737.96,3737.08,3737.96
2021-01-04 10:26:00,3737.94,3738.17,3736.77,3736.99
2021-01-04 10:27:00,3736.93,3736.96,3735.6,3736.85
2021-01-04 10:28:00,3736.77,3737.35,3736,3736.84
2021-01-04 10:29:00,3736.83,3738.91,3736.76,3738.81
2021-01-04 10:30:00,3738.75,3739.61,3738.37,3738.51
2021-01-04 10:31:00,3738.53,3738.77,3736.17,3736.33
2021-01-04 10:32:00,3736.29,3736.72,3733.81,3734.76
2021-01-04 10:33:00,3734.75,3734.86,3733.16,3733.98
2021-01-04 10:34:00,3734.15,3734.53,3734.11,3734.3
2021-01-04 10:35:00,3734.28,3734.43,3732.79,3733.21
2021-01-04 10:36:00,3733.23,3733.71,3732.77,3732.9
2021-01-04 10:37:00,3732.94,3733.56,3732.52,3732.52
2021-01-04 10:38:00,3732.44,3732.44,3731.34,3731.96
2021-01-04 10:39:00,3731.94,3732.42,3731.55,3732.16
2021-01-04 10:40:00,3732.16,3733.79,3731.88,3732.85
2021-01-04 10:41:00,3732.91,3734.02,3732.07,3734.02
2021-01-04 10:42:00,3734.05,3735.64,3734.01,3735.64
2021-01-04 10:43:00,3735.67,3736.9,3735.63,3735.63
2021-01-04 10:44:00,3735.61,3735.65,3734.04,3734.09
2021-01-04 10:45:00,3734.01,3734.01,3726.78,3727.73
2021-01-04 10:46:00,3727.36,3727.83,3725.87,3725.87
2021-01-04 10:47:00,3725.82,3726.78,3725.49,3725.49
2021-01-04 10:48:00,3725.47,3725.98,3725.43,3725.77
2021-01-04 10:49:00,3725.83,3726.86,3725.46,3725.6
2021-01-04 10:50:00,3725.61,3726.35,3725.32,3725.66
2021-01-04 10:51:00,3725.69,3725.78,3721.8,3721.87
2021-01-04 10:52:00,3722.12,3722.47,3718.67,3718.67
2021-01-04 10:53:00,3718.66,3719.7,3714.45,3714.45
2021-01-04 10:54:00,3714.28,3715.93,3714.28,3715.66
2021-01-04 10:55:00,3715.8,3716.96,3714.88,3715.17
2021-01-04 10:56:00,3715.1,3715.43,3714.49,3715.27
2021-01-04 10:57:00,3715.23,3716.92,3712.48,3716.91
2021-01-04 10:58:00,3716.84,3716.98,3715.75,3716.54
2021-01-04 10:59:00,3716.47,3716.47,3713.25,3713.97
2021-01-04 11:00:00,3713.86,3717.21,3713.15,3717.21
2021-01-04 11:01:00,3717.59,3717.8,3716.32,3716.67
2021-01-04 11:02:00,3716.84,3716.84,3710.59,3712.17
2021-01-04 11:03:00,3712.11,3712.56,3707.34,3707.34
2021-01-04 11:04:00,3706.07,3706.07,3701.02,3703.71
2021-01-04 11:05:00,3703.81,3707.28,3703.81,3705.07
2021-01-04 11:06:00,3705.02,3705.02,3699.38,3699.39
2021-01-04 11:07:00,3699.66,3701.49,3693.88,3693.88
2021-01-04 11:08:00,3694.02,3698.49,3694,3697.71
2021-01-04 11:09:00,3697.76,3698.63,3695.3,3695.3
2021-01-04 11:10:00,3695.43,3695.43,3691.31,3694.14
2021-01-04 11:11:00,3694.18,3700.3,3694.18,3700.3
2021-01-04 11:12:00,3700.28,3703.21,3700.19,3703.21
2021-01-04 11:13:00,3703.25,3705.71,3702.83,3705.71
2021-01-04 11:14:00,3705.68,3706.39,3704.3,3706.39
2021-01-04 11:15:00,3706.48,3706.48,3703.54,3705.31
2021-01-04 11:16:00,3705.27,3705.27,3703.69,3703.82
2021-01-04 11:17:00,3703.68,3706.47,3703.68,3706.12
2021-01-04 11:18:00,3706.15,3706.39,3704.41,3704.41
2021-01-04 11:19:00,3704.33,3707.39,3702.6,3707.39
2021-01-04 11:20:00,3707.31,3707.31,3705.32,3706.61
2021-01-04 11:21:00,3706.58,3706.58,3704.59,3704.85
2021-01-04 11:22:00,3705,3705.89,3702.5,3703.96
2021-01-04 11:23:00,3704.04,3705.79,3704.04,3704.65
2021-01-04 11:24:00,3704.59,3704.59,3701.17,3701.48
2021-01-04 11:25:00,3701.43,3703.38,3700.1,3703.33
2021-01-04 11:26:00,3703.27,3705.54,3703.27,3704.83
2021-01-04 11:27:00,3704.5,3704.57,3702.41,3703.16
2021-01-04 11:28:00,3703.09,3703.59,3702.86,3703.57
2021-01-04 11:29:00,3703.55,3704.27,3703.32,3704.27
2021-01-04 11:30:00,3703.9,3703.9,3700.36,3703.44
2021-01-04 11:31:00,3703.46,3703.46,3699.15,3699.32
2021-01-04 11:32:00,3699.32,3699.65,3696.38,3697.99
2021-01-04 11:33:00,3698.06,3701.62,3697.82,3701.62
2021-01-04 11:34:00,3701.78,3702.46,3700.39,3700.82
2021-01-04 11:35:00,3701.02,3701.45,3696.13,3696.84
2021-01-04 11:36:00,3696.86,3698.99,3696.86,3698.48
2021-01-04 11:37:00,3698.49,3698.77,3696.75,3698.73
2021-01-04 11:38:00,3698.79,3698.99,3698.48,3698.64
2021-01-04 11:39:00,3698.85,3699.44,3697.86,3698.86
2021-01-04 11:40:00,3698.7,3698.7,3695.26,3695.69
2021-01-04 11:41:00,3695.72,3697.81,3695.72,3697.81
2021-01-04 11:42:00,3697.75,3697.94,3696.67,3696.97
2021-01-04 11:43:00,3697.08,3697.43,3695.42,3695.48
2021-01-04 11:44:00,3695.5,3697.06,3695.5,3696.68
2021-01-04 11:45:00,3696.7,3696.86,3694.99,3695.01
2021-01-04 11:46:00,3694.99,3695.87,3694.6,3695.8
2021-01-04 11:47:00,3695.67,3695.67,3694.39,3694.81
2021-01-04 11:48:00,3694.75,3695.33,3693.76,3695.33
2021-01-04 11:49:00,3695.29,3695.75,3695.02,3695.38
2021-01-04 11:50:00,3695.39,3695.71,3694.96,3695.67
2021-01-04 11:51:00,3695.62,3696.69,3695.58,3696.69
2021-01-04 11:52:00,3696.55,3696.75,3694.36,3694.36
2021-01-04 11:53:00,3694.36,3694.51,3693.36,3694.09
2021-01-04 11:54:00,3694.08,3694.08,3687.4,3687.51
2021-01-04 11:55:00,3687.37,3687.37,3685.82,3686.68
2021-01-04 11:56:00,3686.73,3687.41,3684.79,3684.88
2021-01-04 11:57:00,3684.66,3684.66,3681.74,3681.99
2021-01-04 11:58:00,3681.88,3684.33,3681.6,3684.21
2021-01-04 11:59:00,3684.25,3684.25,3683.1,3683.44
2021-01-04 12:00:00,3683.45,3685.56,3682.11,3682.13
2021-01-04 12:01:00,3682.04,3682.97,3679.46,3680.91
2021-01-04 12:02:00,3680.95,3682.62,3680.28,3682.62
2021-01-04 12:03:00,3682.7,3684.36,3681.79,3682.81
2021-01-04 12:04:00,3682.83,3682.86,3679.96,3680.3
2021-01-04 12:05:00,3680.84,3682.77,3680.84,3682.77
2021-01-04 12:06:00,3682.67,3683.63,3682.61,3683.02
2021-01-04 12:07:00,3683.03,3683.05,3682.21,3682.58
2021-01-04 12:08:00,3682.48,3682.48,3680.07,3680.07
2021-01-04 12:09:00,3679.65,3679.65,3674.17,3674.88
2021-01-04 12:10:00,3674.95,3676.37,3671.85,3671.85
2021-01-04 12:11:00,3671.9,3672.38,3666.18,3667.07
2021-01-04 12:12:00,3666.69,3669.7,3666.69,3669
2021-01-04 12:13:00,3668.99,3670.07,3668.56,3668.56
2021-01-04 12:14:00,3668.65,3669.89,3666.97,3666.97
2021-01-04 12:15:00,3666.96,3667.18,3662.71,3667.18
2021-01-04 12:16:00,3667.12,3669.95,3665.55,3669.95
2021-01-04 12:17:00,3670.09,3670.86,3669.73,3670.39
2021-01-04 12:18:00,3670.34,3674.82,3670.27,3674.82
2021-01-04 12:19:00,3675.07,3675.07,3672.83,3673.73
2021-01-04 12:20:00,3673.71,3674.78,3671.23,3674.07
2021-01-04 12:21:00,3674.39,3676.2,3673.77,3675.12
2021-01-04 12:22:00,3675.19,3676.65,3675.19,3676.65
2021-01-04 12:23:00,3676.65,3676.65,3675,3675.17
2021-01-04 12:24:00,3675.29,3678.47,3675.29,3677.87
2021-01-04 12:25:00,3677.76,3677.76,3675.87,3676.14
2021-01-04 12:26:00,3676.18,3676.71,3675.87,3676.58
2021-01-04 12:27:00,3676.56,3678.23,3675.49,3678.21
2021-01-04 12:28:00,3678.15,3678.25,3676.89,3677.35
2021-01-04 12:29:00,3677.38,3678.76,3677.22,3678.71
2021-01-04 12:30:00,3678.71,3678.71,3674.82,3674.93
2021-01-04 12:31:00,3674.87,3676.13,3670.66,3671.05
2021-01-04 12:32:00,3671.02,3674.38,3671.02,3672.59
2021-01-04 12:33:00,3672.84,3674.12,3672.84,3673.31
2021-01-04 12:34:00,3673.35,3676.71,3673.35,3676.35
2021-01-04 12:35:00,3676.24,3677.09,3675.35,3675.67
2021-01-04 12:36:00,3675.48,3675.48,3673.44,3673.52
2021-01-04 12:37:00,3673.48,3673.48,3672.34,3672.46
2021-01-04 12:38:00,3672.46,3672.96,3672,3672.26
2021-01-04 12:39:00,3671.97,3671.97,3668.96,3671.2
2021-01-04 12:40:00,3671.18,3671.18,3667.51,3667.75
2021-01-04 12:41:00,3667.74,3668.82,3667.74,3667.97
2021-01-04 12:42:00,3668.06,3668.11,3667.24,3667.51
2021-01-04 12:43:00,3667.47,3667.55,3666.5,3667.55
2021-01-04 12:44:00,3667.59,3669.11,3667.59,3668.08
2021-01-04 12:45:00,3668.21,3668.21,3666.09,3666.2
2021-01-04 12:46:00,3666.27,3667.41,3665.77,3666.08
2021-01-04 12:47:00,3666.17,3667.74,3666.17,3667.68
2021-01-04 12:48:00,3667.51,3667.8,3666.93,3667.06
2021-01-04 12:49:00,3667.08,3667.11,3666.08,3666.65
2021-01-04 12:50:00,3666.57,3666.93,3665.8,3666.32
2021-01-04 12:51:00,3666.28,3668.2,3665.04,3668.2
2021-01-04 12:52:00,3668.26,3671.67,3668.2,3671.67
2021-01-04 12:53:00,3671.74,3673.64,3671.36,3673.37
2021-01-04 12:54:00,3673.46,3674.9,3673.46,3674.88
2021-01-04 12:55:00,3674.92,3677.51,3674.92,3677.08
2021-01-04 12:56:00,3676.87,3677.34,3676.22,3676.51
2021-01-04 12:57:00,3676.57,3676.57,3674.47,3674.54
2021-01-04 12:58:00,3674.53,3675.62,3674.49,3675.59
2021-01-04 12:59:00,3675.58,3676.67,3675.17,3676.42
2021-01-04 13:00:00,3676.42,3676.57,3675.49,3676.17
2021-01-04 13:01:00,3676.24,3678.09,3675.92,3678.09
2021-01-04 13:02:00,3678.08,3678.19,3676.68,3677
2021-01-04 13:03:00,3677.01,3677.01,3675.19,3675.67
2021-01-04 13:04:00,3675.68,3676.96,3675.68,3676.92
2021-01-04 13:05:00,3676.94,3677.17,3675.93,3675.93
2021-01-04 13:06:00,3675.98,3675.98,3674.96,3675.94
2021-01-04 13:07:00,3676.02,3677.18,3675.28,3677.18
2021-01-04 13:08:00,3677.22,3680.73,3677.22,3680.42
2021-01-04 13:09:00,3680.19,3680.59,3679.18,3680.47
2021-01-04 13:10:00,3680.5,3681.12,3680.45,3681.09
2021-01-04 13:11:00,3681.06,3682.7,3680.67,3682.7
2021-01-04 13:12:00,3682.68,3683.69,3682.56,3683.44
2021-01-04 13:13:00,3683.42,3685.43,3683.15,3685.43
2021-01-04 13:14:00,3685.45,3685.45,3684.55,3684.55
2021-01-04 13:15:00,3684.55,3685.57,3684.19,3685.57
2021-01-04 13:16:00,3685.67,3686.92,3685.65,3686.92
2021-01-04 13:17:00,3687.04,3688.25,3687.04,3688.21
2021-01-04 13:18:00,3688.19,3688.4,3687.7,3688.4
2021-01-04 13:19:00,3688.41,3688.57,3687.9,3687.95
2021-01-04 13:20:00,3687.91,3689.1,3687.84,3689.03
2021-01-04 13:21:00,3689.04,3689.16,3688.73,3689.08
2021-01-04 13:22:00,3689.09,3689.55,3689.09,3689.49
2021-01-04 13:23:00,3689.43,3690.78,3689.12,3690.78
2021-01-04 13:24:00,3691.08,3693.67,3691.08,3693.59
2021-01-04 13:25:00,3693.62,3694.96,3693.55,3694.96
2021-01-04 13:26:00,3694.94,3696.19,3694.94,3696.19
2021-01-04 13:27:00,3696.13,3696.35,3693.82,3693.99
2021-01-04 13:28:00,3693.84,3693.84,3692.4,3692.48
2021-01-04 13:29:00,3692.54,3693.77,3692.54,3693.77
2021-01-04 13:30:00,3693.7,3693.7,3690.72,3690.76
2021-01-04 13:31:00,3690.8,3691.14,3689.92,3690.27
2021-01-04 13:32:00,3690.27,3691.53,3690.27,3691.53
2021-01-04 13:33:00,3691.49,3691.74,3689.64,3690.26
2021-01-04 13:34:00,3690.21,3690.69,3688.43,3688.63
2021-01-04 13:35:00,3688.62,3691.49,3688.62,3691.33
2021-01-04 13:36:00,3691.6,3692.72,3691.6,3692.24
2021-01-04 13:37:00,3692.2,3692.2,3691.51,3691.52
2021-01-04 13:38:00,3691.5,3691.5,3690.32,3690.81
2021-01-04 13:39:00,3690.92,3691.93,3690.85,3691.4
2021-01-04 13:40:00,3691.41,3693.42,3691.41,3693.42
2021-01-04 13:41:00,3693.4,3694.13,3693.27,3694.12
2021-01-04 13:42:00,3694.12,3695.91,3694.11,3695.58
2021-01-04 13:43:00,3695.49,3695.49,3693.27,3693.49
2021-01-04 13:44:00,3693.55,3693.55,3691.18,3692.32
2021-01-04 13:45:00,3692.35,3693.71,3692.33,3692.74
2021-01-04 13:46:00,3692.64,3693.68,3692.64,3693.41
2021-01-04 13:47:00,3693.4,3694.49,3693.38,3694.49
2021-01-04 13:48:00,3694.54,3694.72,3693.98,3694.47
2021-01-04 13:49:00,3694.26,3694.44,3693.53,3694.44
2021-01-04 13:50:00,3694.48,3695.13,3693.83,3694.91
2021-01-04 13:51:00,3694.9,3696.07,3694.64,3696.07
2021-01-04 13:52:00,3696.1,3697.95,3696.1,3697.95
2021-01-04 13:53:00,3697.98,3699.16,3697.98,3699.02
2021-01-04 13:54:00,3699.07,3699.79,3699.02,3699.71
2021-01-04 13:55:00,3699.7,3699.88,3698.98,3699.2
2021-01-04 13:56:00,3699.24,3699.77,3698.7,3698.7
2021-01-04 13:57:00,3698.68,3698.88,3698.55,3698.75
2021-01-04 13:58:00,3698.73,3699.98,3698.73,3699.93
2021-01-04 13:59:00,3699.92,3700.4,3699.61,3700.02
2021-01-04 14:00:00,3700.04,3700.09,3698.87,3699.53
2021-01-04 14:01:00,3699.5,3699.5,3696.02,3696.02
2021-01-04 14:02:00,3696.11,3697.3,3695.84,3696.47
2021-01-04 14:03:00,3696.45,3698.24,3696.45,3697.95
2021-01-04 14:04:00,3697.96,3698.42,3697.92,3698.2
2021-01-04 14:05:00,3698.15,3698.23,3694.32,3694.32
2021-01-04 14:06:00,3694.14,3695.97,3694.14,3695.57
2021-01-04 14:07:00,3695.58,3695.75,3694.14,3694.14
2021-01-04 14:08:00,3694.05,3694.26,3693.11,3693.11
2021-01-04 14:09:00,3693.05,3693.05,3690.04,3690.04
2021-01-04 14:10:00,3689.98,3690.88,3689.9,3690.05
2021-01-04 14:11:00,3689.98,3690.42,3687.22,3687.45
2021-01-04 14:12:00,3687.52,3690.05,3687.52,3689.59
2021-01-04 14:13:00,3689.64,3690.72,3689.52,3690.41
2021-01-04 14:14:00,3690.32,3692.42,3690.24,3691.95
2021-01-04 14:15:00,3692.01,3692.01,3690.21,3690.43
2021-01-04 14:16:00,3690.48,3692.51,3690.46,3691.75
2021-01-04 14:17:00,3691.79,3692.57,3691.26,3692.54
2021-01-04 14:18:00,3692.58,3692.97,3691.77,3691.78
2021-01-04 14:19:00,3691.81,3691.81,3690.48,3691.13
2021-01-04 14:20:00,3691.1,3691.5,3690.49,3691.04
2021-01-04 14:21:00,3691.09,3691.15,3689.19,3691.09
2021-01-04 14:22:00,3691.08,3692.05,3691.08,3692.05
2021-01-04 14:23:00,3691.99,3692.82,3691.92,3692.82
2021-01-04 14:24:00,3692.81,3694.49,3692.78,3694.26
2021-01-04 14:25:00,3694.31,3694.31,3691.92,3691.97
2021-01-04 14:26:00,3691.98,3691.98,3690.65,3691.44
2021-01-04 14:27:00,3691.39,3691.99,3691.34,3691.99
2021-01-04 14:28:00,3692.07,3692.23,3691.43,3692.15
2021-01-04 14:29:00,3692.15,3692.15,3691.07,3691.75
2021-01-04 14:30:00,3691.81,3691.81,3688.38,3689.16
2021-01-04 14:31:00,3689.24,3689.94,3689.22,3689.56
2021-01-04 14:32:00,3689.41,3689.54,3687.33,3687.35
2021-01-04 14:33:00,3687.32,3688.08,3687.14,3687.33
2021-01-04 14:34:00,3687.29,3687.46,3685.7,3685.86
2021-01-04 14:35:00,3685.78,3686.44,3684.01,3684.03
2021-01-04 14:36:00,3684.05,3685.29,3684.05,3684.64
2021-01-04 14:37:00,3684.68,3686.12,3684.55,3686.08
2021-01-04 14:38:00,3686.08,3688.85,3686.08,3688.85
2021-01-04 14:39:00,3688.79,3688.79,3686.58,3687.51
2021-01-04 14:40:00,3687.57,3688.5,3686.47,3686.48
2021-01-04 14:41:00,3686.42,3686.43,3685.59,3685.66
2021-01-04 14:42:00,3685.81,3686.89,3685.81,3686.88
2021-01-04 14:43:00,3686.9,3688.03,3686.9,3687.47
2021-01-04 14:44:00,3687.47,3687.47,3686.44,3686.66
2021-01-04 14:45:00,3686.65,3687.38,3686.16,3686.27
2021-01-04 14:46:00,3686.29,3687.1,3686.29,3686.89
2021-01-04 14:47:00,3686.88,3687.32,3686.64,3687.05
2021-01-04 14:48:00,3686.96,3687.59,3685.09,3685.4
2021-01-04 14:49:00,3685.36,3685.36,3682.48,3682.48
2021-01-04 14:50:00,3682.46,3683.03,3681.33,3681.39
2021-01-04 14:51:00,3681.37,3681.73,3680.49,3680.99
2021-01-04 14:52:00,3680.98,3681.63,3680.56,3681.39
2021-01-04 14:53:00,3681.42,3682.34,3681.22,3681.49
2021-01-04 14:54:00,3681.51,3682.09,3680.93,3681.76
2021-01-04 14:55:00,3681.76,3684.45,3681.47,3684.45
2021-01-04 14:56:00,3684.54,3688.52,3684.54,3687.66
2021-01-04 14:57:00,3687.67,3693.21,3687.53,3693.16
2021-01-04 14:58:00,3693.17,3693.78,3692.18,3693.31
2021-01-04 14:59:00,3693.25,3694.48,3692.34,3693.77
2021-01-04 15:00:00,3693.81,3694.88,3693.23,3693.23
2021-01-04 15:01:00,3693.23,3694.21,3692.72,3692.74
2021-01-04 15:02:00,3692.85,3692.85,3686.6,3686.6
2021-01-04 15:03:00,3686.59,3686.86,3685.24,3686.08
2021-01-04 15:04:00,3685.83,3686.86,3684.92,3684.98
2021-01-04 15:05:00,3685.11,3688.05,3685.07,3687.8
2021-01-04 15:06:00,3687.81,3692.82,3687.81,3691.51
2021-01-04 15:07:00,3691.55,3691.55,3690.37,3690.72
2021-01-04 15:08:00,3690.75,3692.31,3690.42,3690.42
2021-01-04 15:09:00,3690.41,3690.41,3689.33,3689.87
2021-01-04 15:10:00,3689.77,3691.69,3689.77,3691.54
2021-01-04 15:11:00,3691.55,3691.58,3690.15,3690.46
2021-01-04 15:12:00,3690.47,3693.18,3690.47,3692.94
2021-01-04 15:13:00,3692.97,3692.97,3690.65,3690.65
2021-01-04 15:14:00,3690.67,3693.39,3690.67,3692.69
2021-01-04 15:15:00,3692.75,3693.21,3691.99,3692.84
2021-01-04 15:16:00,3692.82,3692.82,3692.23,3692.34
2021-01-04 15:17:00,3692.35,3692.6,3689.03,3689.05
2021-01-04 15:18:00,3689.11,3689.29,3687.95,3688.09
2021-01-04 15:19:00,3688.08,3688.68,3687.46,3688.62
2021-01-04 15:20:00,3688.6,3689.85,3688.28,3688.38
2021-01-04 15:21:00,3688.4,3689.15,3688.4,3688.72
2021-01-04 15:22:00,3688.5,3688.89,3688.5,3688.86
2021-01-04 15:23:00,3688.79,3689.44,3687.74,3688.87
2021-01-04 15:24:00,3688.85,3690.95,3688.74,3689.92
2021-01-04 15:25:00,3689.93,3689.95,3688.54,3689.69
2021-01-04 15:26:00,3689.7,3690.58,3689.17,3690.58
2021-01-04 15:27:00,3690.58,3691.88,3690.22,3690.97
2021-01-04 15:28:00,3690.99,3691.4,3689.54,3689.54
2021-01-04 15:29:00,3689.5,3690.11,3689.28,3690.06
2021-01-04 15:30:00,3690.08,3690.4,3687.6,3687.75
2021-01-04 15:31:00,3687.63,3688.2,3686.71,3687.5
2021-01-04 15:32:00,3687.47,3689.48,3686.48,3689.48
2021-01-04 15:33:00,3689.45,3694.29,3689.43,3694.07
2021-01-04 15:34:00,3694.61,3697.17,3694.61,3695.51
2021-01-04 15:35:00,3695.53,3695.95,3694.23,3695.81
2021-01-04 15:36:00,3695.84,3697.66,3695.84,3697.62
2021-01-04 15:37:00,3697.63,3698.22,3697.44,3697.58
2021-01-04 15:38:00,3697.57,3698.81,3697.4,3698.46
2021-01-04 15:39:00,3698.51,3699.68,3698.5,3699.59
2021-01-04 15:40:00,3699.58,3700,3698.79,3699.21
2021-01-04 15:41:00,3699.23,3699.87,3698.48,3698.78
2021-01-04 15:42:00,3698.65,3699.25,3698.07,3699.23
2021-01-04 15:43:00,3699.22,3701,3699.22,3700.35
2021-01-04 15:44:00,3700.37,3701.67,3700.28,3700.8
2021-01-04 15:45:00,3700.79,3701.92,3700.59,3701.87
2021-01-04 15:46:00,3701.84,3702.74,3701.84,3701.98
2021-01-04 15:47:00,3702,3703.13,3702,3702.55
2021-01-04 15:48:00,3702.47,3703.62,3702.14,3702.14
2021-01-04 15:49:00,3702.1,3706.45,3702.1,3706.45
2021-01-04 15:50:00,3706.35,3708.09,3705.02,3705.93
2021-01-04 15:51:00,3706.12,3706.63,3705.36,3705.41
2021-01-04 15:52:00,3705.34,3706.04,3704.33,3706.04
2021-01-04 15:53:00,3705.93,3707.1,3705.81,3706.43
2021-01-04 15:54:00,3706.45,3706.93,3703.11,3703.11
2021-01-04 15:55:00,3702.98,3703.45,3698.68,3698.68
2021-01-04 15:56:00,3698.71,3700.07,3698.23,3699.11
2021-01-04 15:57:00,3699.21,3701.22,3699.14,3701.13
2021-01-04 15:58:00,3701.17,3702.8,3701.17,3701.57
2021-01-04 15:59:00,3701.54,3702.02,3697.48,3701.38
2021-01-04 16:00:00,3701.17,3701.17,3700.65,3700.65
2021-01-04 16:01:00,3700.65,3700.65,3700.65,3700.65
2021-01-04 16:02:00,3700.65,3700.65,3700.65,3700.65
2021-01-04 16:03:00,3700.65,3700.65,3700.65,3700.65
2021-01-04 16:04:00,3700.65,3700.65,3700.65,3700.65
2021-01-04 16:05:00,3700.65,3700.65,3700.65,3700.65
2021-01-05 09:30:00,3698.02,3702.08,3695.07,3700.57
2021-01-05 09:31:00,3700.71,3702.98,3700.71,3702.98
2021-01-05 09:32:00,3702.78,3704.53,3702.75,3704.15
2021-01-05 09:33:00,3704.3,3705.32,3702.84,3704.19
2021-01-05 09:34:00,3704.15,3706.02,3704.09,3706.02
2021-01-05 09:35:00,3705.75,3707.75,3705.62,3707.41
2021-01-05 09:36:00,3707.46,3710.01,3707.46,3710.01
2021-01-05 09:37:00,3709.8,3715,3709.65,3714.77
2021-01-05 09:38:00,3714.83,3714.83,3712.65,3713.47
2021-01-05 09:39:00,3713.46,3714.83,3713.08,3714.28
2021-01-05 09:40:00,3714.31,3720.2,3714.31,3719.96
2021-01-05 09:41:00,3720.07,3720.22,3718.12,3718.18
2021-01-05 09:42:00,3718.18,3718.18,3716.91,3717.06
2021-01-05 09:43:00,3716.78,3718.44,3715.71,3716.15
2021-01-05 09:44:00,3716.31,3718.52,3716.29,3717.54
2021-01-05 09:45:00,3717.59,3718.01,3716.64,3716.77
2021-01-05 09:46:00,3716.92,3716.92,3713.73,3714.77
2021-01-05 09:47:00,3714.7,3715.13,3713.24,3715.13
2021-01-05 09:48:00,3715.24,3717.93,3715.24,3717.22
2021-01-05 09:49:00,3717.09,3717.68,3716.34,3716.8
2021-01-05 09:50:00,3716.95,3718.96,3716.95,3717.87
2021-01-05 09:51:00,3717.99,3718.66,3716.97,3717
2021-01-05 09:52:00,3716.97,3718.76,3716.86,3717.64
2021-01-05 09:53:00,3717.65,3718.36,3716.05,3716.09
2021-01-05 09:54:00,3716.13,3717.27,3715.97,3717.27
2021-01-05 09:55:00,3717.25,3718.28,3716.58,3716.58
2021-01-05 09:56:00,3716.5,3717.43,3716.19,3716.23
2021-01-05 09:57:00,3716.25,3717.38,3714.77,3714.77
